岩手県,0.88,一般職の職員の給与に関する条例の一部を改正する条例,一般職の任期付職員の採用等に関する条例の一部を改正する条例,議案第２号　一般職の任期付職員の採用等に関する条例の一部を改正する条例
岩手県,0.0,一般職の任期付研究員の採用等に関する条例の一部を改正する条例,一般職の任期付研究員の採用等に関する条例の一部を改正する条例,議案第３号　一般職の任期付研究員の採用等に関する条例の一部を改正する条例
岩手県,0.0,一般職の職員の給与に関する条例の一部を改正する条例,一般職の職員の給与に関する条例の一部を改正する条例,議案第４号　一般職の職員の給与に関する条例の一部を改正する条例
岩手県,0.96,一般職の職員の給与に関する条例の一部を改正する条例,市町村立学校職員の給与等に関する条例の一部を改正する条例,議案第５号　市町村立学校職員の給与等に関する条例の一部を改正する条例
岩手県,0.88,一般職の職員の給与に関する条例の一部を改正する条例,一般職の職員の特殊勤務手当に関する条例の一部を改正する条例,議案第13号　一般職の職員の特殊勤務手当に関する条例の一部を改正する条例
岩手県,0.15555555555555556,農地海岸保全施設災害復旧事業小友地区堤防工事の請負契約の締結に関し議決を求めることについて,農地海岸保全施設災害復旧事業小谷鳥地区堤防工事の請負契約の締結に関し議決を求めることについて,議案第29号　農地海岸保全施設災害復旧事業小谷鳥地区堤防工事の請負契約の締結に関し議決を求めることについて
岩手県,0.46153846153846156,大船渡漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,船越漁港防波堤災害復旧工事の請負契約の締結に関し議決を求めることについて,議案第30号　船越漁港防波堤災害復旧工事の請負契約の締結に関し議決を求めることについて
岩手県,0.46153846153846156,大船渡漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,大槌漁港防波堤災害復旧工事の請負契約の締結に関し議決を求めることについて,議案第31号　大槌漁港防波堤災害復旧工事の請負契約の締結に関し議決を求めることについて
岩手県,0.6153846153846154,大船渡漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,吉里吉里漁港防波堤災害復旧工事の請負契約の締結に関し議決を求めることについて,議案第32号　吉里吉里漁港防波堤災害復旧工事の請負契約の締結に関し議決を求めることについて
岩手県,0.0,収用委員会の委員及び予備委員の任命に関し同意を求めることについて,収用委員会の委員及び予備委員の任命に関し同意を求めることについて,議案第33号　収用委員会の委員及び予備委員の任命に関し同意を求めることについて
岩手県,0.0,収用委員会の委員及び予備委員の任命に関し同意を求めることについて,収用委員会の委員及び予備委員の任命に関し同意を求めることについて,　　　日程第32　議案第33号収用委員会の委員及び予備委員の任命に関し同意を求めることについて
岩手県,0.9333333333333333,平成24年度岩手県母子寡婦福祉資金特別会計補正予算（第２号）,平成24年度岩手県母子寡婦福祉資金特別会計予算,議案第２号　平成24年度岩手県母子寡婦福祉資金特別会計予算
岩手県,0.9655172413793104,平成24年度岩手県農業改良資金等特別会計補正予算（第２号）,平成24年度岩手県農業改良資金等特別会計予算,議案第３号　平成24年度岩手県農業改良資金等特別会計予算
岩手県,0.7619047619047619,平成25年度岩手県港湾整備事業特別会計予算,平成24年度岩手県県有林事業特別会計予算,議案第４号　平成24年度岩手県県有林事業特別会計予算
岩手県,0.8695652173913043,平成25年度岩手県中小企業振興資金特別会計予算,平成24年度岩手県林業改善資金特別会計予算,議案第５号　平成24年度岩手県林業改善資金特別会計予算
岩手県,0.9333333333333333,平成24年度岩手県沿岸漁業改善資金特別会計補正予算（第２号）,平成24年度岩手県沿岸漁業改善資金特別会計予算,議案第６号　平成24年度岩手県沿岸漁業改善資金特別会計予算
岩手県,0.9333333333333333,平成24年度岩手県中小企業振興資金特別会計補正予算（第３号）,平成24年度岩手県中小企業振興資金特別会計予算,議案第７号　平成24年度岩手県中小企業振興資金特別会計予算
岩手県,0.9333333333333333,平成24年度岩手県土地先行取得事業特別会計補正予算（第１号）,平成24年度岩手県土地先行取得事業特別会計予算,議案第８号　平成24年度岩手県土地先行取得事業特別会計予算
岩手県,0.9523809523809523,平成25年度岩手県証紙収入整理特別会計予算,平成24年度岩手県公債管理特別会計予算,議案第９号　平成24年度岩手県公債管理特別会計予算
